Name,RegisterNumber,Department,UserType,InTime,OutTime,Semester,BookName,BookTakenDate,BookReturnDate,BookAuthor,BookID,BookShelf,BookCategory,BalanceBookAvailability
User0366,REG477515,ECE,Student,17:59,17:31,III,Moby-Dick,02-06-2023,03-06-2023,Herman Melville,BID4244,Shelf-18,Reference,10
User0367,REG312773,AI&DS,Student,16:55,17:26,VI,The Catcher in the Rye,22-08-2023,05-09-2023,J.D. Salinger,BID9328,Shelf-1,Education,4
User0368,REG729114,CIVIL,Teacher,13:00,12:32,IV,The Lord of the Rings,29-04-2024,05-05-2024,J.R.R. Tolkien,BID2883,Shelf-2,Fiction,3
User0369,REG722592,MBA,Student,10:25,11:25,I,War and Peace,04-09-2024,14-09-2024,Leo Tolstoy,BID1878,Shelf-11,History,9
User0370,REG249263,CIVIL,Student,14:39,13:51,VII,To Kill a Mockingbird,09-11-2024,23-11-2024,Harper Lee,BID6048,Shelf-14,Fiction,10
User0371,REG876242,MBA,Teacher,17:22,13:52,IV,Great Expectations,15-03-2024,28-03-2024,Charles Dickens,BID9796,Shelf-5,Science,6
User0372,REG941551,CSE,Student,16:17,10:19,VIII,To Kill a Mockingbird,31-12-2023,04-01-2024,Harper Lee,BID4907,Shelf-20,Education,4
User0373,REG113858,CSE,Teacher,10:43,13:57,IV,To Kill a Mockingbird,14-02-2024,23-02-2024,Harper Lee,BID7726,Shelf-4,Comics,9
User0374,REG241155,IT,Student,16:26,11:46,VIII,Great Expectations,03-03-2024,15-03-2024,Charles Dickens,BID8594,Shelf-10,Science,7
User0375,REG659716,MECH,Student,12:13,13:39,VI,Treasure Island,09-01-2024,15-01-2024,Robert Louis Stevenson,BID4433,Shelf-15,Comics,10
User0376,REG837727,EEE,Teacher,09:57,14:09,I,Alice's Adventures in Wonderland,05-08-2023,08-08-2023,Lewis Carroll,BID8395,Shelf-15,General,4
User0377,REG872041,CSE,Teacher,16:55,12:05,IV,To Kill a Mockingbird,07-01-2024,,Harper Lee,BID5654,Shelf-5,Reference,3
User0378,REG755605,CIVIL,Student,11:25,09:17,III,Brave New World,14-02-2024,15-02-2024,Aldous Huxley,BID8496,Shelf-13,Comics,7
User0379,REG453088,MBA,Student,14:33,11:22,I,The Lord of the Rings,11-01-2024,24-01-2024,J.R.R. Tolkien,BID1511,Shelf-3,Science,7
User0380,REG652233,CIVIL,Student,15:19,10:07,VIII,The Lord of the Rings,09-05-2023,11-05-2023,J.R.R. Tolkien,BID9060,Shelf-4,Science,2
User0381,REG423637,CIVIL,Student,11:32,13:33,IV,To Kill a Mockingbird,10-05-2024,15-05-2024,Harper Lee,BID6433,Shelf-11,Reference,9
User0382,REG680212,MECH,Student,13:46,13:11,IV,The Adventures of Tom Sawyer,16-09-2023,05-10-2023,Mark Twain,BID4735,Shelf-17,History,3
User0383,REG887171,EEE,Student,11:20,13:49,VI,1984,06-03-2023,08-03-2023,George Orwell,BID7323,Shelf-20,Fiction,7
User0384,REG447920,ECE,Student,10:10,08:53,II,The Catcher in the Rye,03-02-2024,16-02-2024,J.D. Salinger,BID9010,Shelf-11,Fiction,8
User0385,REG496525,CIVIL,Teacher,09:15,14:50,V,Great Expectations,28-07-2024,11-08-2024,Charles Dickens,BID2857,Shelf-19,Science,7
User0386,REG355285,MBA,Student,17:46,08:11,I,The Catcher in the Rye,30-05-2024,09-06-2024,J.D. Salinger,BID6594,Shelf-19,History,0
User0387,REG906580,EEE,Teacher,15:59,11:47,VI,The Catcher in the Rye,09-04-2024,,J.D. Salinger,BID6975,Shelf-1,Science,7
User0388,REG322196,EEE,Student,12:18,11:36,V,To Kill a Mockingbird,23-05-2023,25-05-2023,Harper Lee,BID1649,Shelf-2,Reference,0
User0389,REG198690,CSE,Teacher,16:20,08:11,VIII,Moby-Dick,13-12-2024,,Herman Melville,BID8940,Shelf-18,Technology,8
User0390,REG958860,EEE,Student,10:03,09:46,III,The Hobbit,01-10-2024,18-10-2024,J.R.R. Tolkien,BID9195,Shelf-12,Reference,10
User0391,REG799205,ECE,Student,16:33,09:06,I,Alice's Adventures in Wonderland,01-06-2024,15-06-2024,Lewis Carroll,BID2139,Shelf-5,Fiction,7
User0392,REG865644,MBA,Student,14:05,13:27,VIII,Brave New World,16-05-2024,05-06-2024,Aldous Huxley,BID4268,Shelf-18,General,4
User0393,REG756042,MBA,Student,11:57,10:01,I,The Lord of the Rings,12-09-2023,27-09-2023,J.R.R. Tolkien,BID3756,Shelf-2,General,9
User0394,REG733342,ECE,Teacher,08:04,10:33,II,Brave New World,10-09-2023,26-09-2023,Aldous Huxley,BID8676,Shelf-20,Comics,2
User0395,REG593522,MECH,Teacher,09:21,17:23,I,Pride and Prejudice,01-05-2024,05-05-2024,Jane Austen,BID9288,Shelf-18,General,0
User0396,REG450515,AI&DS,Student,17:37,12:03,VII,Great Expectations,18-05-2024,31-05-2024,Charles Dickens,BID6716,Shelf-13,Reference,1
User0397,REG156592,CSE,Teacher,11:29,13:58,II,Brave New World,14-04-2023,19-04-2023,Aldous Huxley,BID3805,Shelf-18,Fiction,5
User0398,REG517718,EEE,Student,10:47,15:06,VII,The Lord of the Rings,15-10-2023,20-10-2023,J.R.R. Tolkien,BID2404,Shelf-4,Technology,9
User0399,REG278158,MECH,Teacher,17:20,14:57,IV,Animal Farm,01-01-2023,21-01-2023,George Orwell,BID7386,Shelf-17,Science,5
User0400,REG613847,ECE,Student,09:37,09:08,VI,To Kill a Mockingbird,02-02-2024,,Harper Lee,BID9238,Shelf-20,Fiction,2
User0401,REG336547,AI&DS,Teacher,11:17,16:54,III,The Catcher in the Rye,09-06-2024,,J.D. Salinger,BID5962,Shelf-12,Fiction,7
User0402,REG870537,ECE,Teacher,09:38,16:14,V,The Hobbit,06-03-2023,12-03-2023,J.R.R. Tolkien,BID8994,Shelf-20,History,7
User0403,REG140077,IT,Student,15:06,10:23,III,1984,16-10-2024,26-10-2024,George Orwell,BID3950,Shelf-1,Science,10
User0404,REG154969,CIVIL,Teacher,12:20,09:51,V,Moby-Dick,02-06-2024,,Herman Melville,BID3614,Shelf-9,Comics,10
User0405,REG860830,CSE,Teacher,16:17,15:18,VII,The Hobbit,11-11-2024,29-11-2024,J.R.R. Tolkien,BID5605,Shelf-9,Science,0
User0406,REG196085,MECH,Teacher,16:42,10:40,IV,Treasure Island,02-12-2023,,Robert Louis Stevenson,BID1328,Shelf-9,Education,2
User0407,REG580160,MBA,Teacher,15:43,11:08,II,To Kill a Mockingbird,15-02-2024,26-02-2024,Harper Lee,BID7479,Shelf-18,Comics,10
User0408,REG984715,EEE,Student,16:30,16:38,IV,Treasure Island,26-08-2024,10-09-2024,Robert Louis Stevenson,BID3950,Shelf-1,Reference,4
User0409,REG439870,CIVIL,Student,12:33,14:47,V,To Kill a Mockingbird,11-12-2024,,Harper Lee,BID3621,Shelf-11,Technology,8
User0410,REG323670,EEE,Student,17:08,12:27,I,To Kill a Mockingbird,28-02-2023,15-03-2023,Harper Lee,BID9830,Shelf-19,Comics,7
User0411,REG884746,CIVIL,Student,15:31,09:18,VI,War and Peace,26-04-2023,14-05-2023,Leo Tolstoy,BID2231,Shelf-15,Fiction,8
User0412,REG845629,AI&DS,Teacher,11:39,14:32,VIII,The Adventures of Tom Sawyer,05-04-2024,22-04-2024,Mark Twain,BID8947,Shelf-14,History,3
User0413,REG217777,IT,Teacher,10:56,17:52,IV,The Adventures of Tom Sawyer,22-01-2024,23-01-2024,Mark Twain,BID8526,Shelf-2,Fiction,9
User0414,REG936242,CSE,Student,08:17,08:57,V,The Alchemist,03-02-2023,10-02-2023,Paulo Coelho,BID1804,Shelf-5,Technology,10
User0415,REG607587,EEE,Student,09:14,11:32,IV,1984,01-02-2023,08-02-2023,George Orwell,BID2155,Shelf-14,Reference,4
User0416,REG933791,CSE,Student,16:10,13:17,V,1984,05-05-2023,13-05-2023,George Orwell,BID4382,Shelf-20,Technology,6
User0417,REG534093,AI&DS,Teacher,10:02,09:15,I,The Catcher in the Rye,08-01-2023,22-01-2023,J.D. Salinger,BID8648,Shelf-14,Comics,10
User0418,REG632692,IT,Student,13:56,09:21,II,Moby-Dick,05-08-2024,07-08-2024,Herman Melville,BID4303,Shelf-4,Science,9
User0419,REG903949,AI&DS,Teacher,14:24,16:22,VI,To Kill a Mockingbird,15-12-2023,16-12-2023,Harper Lee,BID1298,Shelf-16,Reference,3
User0420,REG608409,IT,Student,14:21,12:55,VII,Alice's Adventures in Wonderland,07-08-2024,22-08-2024,Lewis Carroll,BID6880,Shelf-19,Science,4
User0421,REG946327,CSE,Student,17:52,17:49,III,Alice's Adventures in Wonderland,15-10-2023,,Lewis Carroll,BID7376,Shelf-8,General,9
User0422,REG579297,AI&DS,Teacher,08:32,17:53,IV,Pride and Prejudice,20-01-2023,30-01-2023,Jane Austen,BID1165,Shelf-9,Comics,6
User0423,REG469878,EEE,Teacher,12:23,08:25,VIII,The Hobbit,01-01-2025,06-01-2025,J.R.R. Tolkien,BID9415,Shelf-15,Fiction,2
User0424,REG270878,ECE,Teacher,12:25,12:21,VII,The Lord of the Rings,22-06-2023,08-07-2023,J.R.R. Tolkien,BID1975,Shelf-1,History,8
User0425,REG169185,EEE,Teacher,17:46,15:33,II,Pride and Prejudice,29-08-2023,03-09-2023,Jane Austen,BID7152,Shelf-18,Technology,5
User0426,REG714894,MECH,Teacher,08:11,10:04,III,To Kill a Mockingbird,03-08-2024,10-08-2024,Harper Lee,BID3209,Shelf-14,History,4
User0427,REG745070,MBA,Student,14:38,16:00,III,Moby-Dick,15-01-2024,27-01-2024,Herman Melville,BID1424,Shelf-10,Fiction,2
User0428,REG943355,CSE,Teacher,13:15,08:15,IV,The Hobbit,30-09-2023,15-10-2023,J.R.R. Tolkien,BID1525,Shelf-17,Reference,6
User0429,REG656333,MECH,Student,11:35,11:33,II,Alice's Adventures in Wonderland,17-10-2023,20-10-2023,Lewis Carroll,BID5063,Shelf-6,Reference,4
User0430,REG599316,AI&DS,Teacher,14:33,09:12,IV,Great Expectations,10-06-2023,26-06-2023,Charles Dickens,BID3446,Shelf-7,History,1
User0431,REG649475,MBA,Student,13:16,09:11,IV,Great Expectations,02-06-2024,13-06-2024,Charles Dickens,BID5489,Shelf-19,Technology,8
User0432,REG834290,CIVIL,Teacher,12:19,10:02,III,The Catcher in the Rye,27-11-2024,10-12-2024,J.D. Salinger,BID9231,Shelf-5,Education,6
User0433,REG602790,MBA,Teacher,16:18,10:43,II,Pride and Prejudice,13-01-2024,17-01-2024,Jane Austen,BID6378,Shelf-2,Fiction,5
User0434,REG293405,CIVIL,Teacher,08:04,15:44,VIII,The Lord of the Rings,03-10-2023,04-10-2023,J.R.R. Tolkien,BID7039,Shelf-7,Technology,5
User0435,REG526308,AI&DS,Teacher,17:34,08:54,VII,To Kill a Mockingbird,06-04-2024,,Harper Lee,BID6146,Shelf-14,Technology,8
User0436,REG832364,IT,Student,14:03,08:30,II,The Hobbit,26-12-2023,14-01-2024,J.R.R. Tolkien,BID6936,Shelf-8,Comics,7
User0437,REG654903,ECE,Student,11:49,15:00,III,The Alchemist,08-03-2024,24-03-2024,Paulo Coelho,BID9012,Shelf-6,Fiction,1
User0438,REG686278,CSE,Student,14:51,13:55,VIII,1984,07-03-2023,26-03-2023,George Orwell,BID6266,Shelf-4,Comics,6
User0439,REG211270,CIVIL,Teacher,12:08,08:51,V,Brave New World,02-01-2024,16-01-2024,Aldous Huxley,BID7296,Shelf-19,History,3
User0440,REG883386,EEE,Student,16:40,13:04,VIII,Treasure Island,22-11-2023,27-11-2023,Robert Louis Stevenson,BID6051,Shelf-12,Fiction,6
User0441,REG398550,ECE,Teacher,16:25,14:36,VIII,Moby-Dick,07-10-2024,26-10-2024,Herman Melville,BID8409,Shelf-3,Fiction,7
User0442,REG843119,MECH,Teacher,14:52,10:36,VI,Animal Farm,16-07-2024,02-08-2024,George Orwell,BID9579,Shelf-16,Science,7
User0443,REG316868,AI&DS,Teacher,15:25,17:16,II,War and Peace,16-08-2023,30-08-2023,Leo Tolstoy,BID7529,Shelf-10,Technology,5
User0444,REG165378,IT,Student,11:26,12:49,II,Pride and Prejudice,24-01-2024,30-01-2024,Jane Austen,BID1172,Shelf-20,Fiction,7
User0445,REG372979,CSE,Teacher,14:41,08:37,VII,To Kill a Mockingbird,10-04-2023,22-04-2023,Harper Lee,BID8407,Shelf-19,History,7
User0446,REG672152,EEE,Student,08:06,11:02,V,The Catcher in the Rye,12-11-2024,24-11-2024,J.D. Salinger,BID2720,Shelf-4,History,1
User0447,REG739146,MECH,Teacher,10:42,17:16,VIII,The Alchemist,08-01-2024,20-01-2024,Paulo Coelho,BID9987,Shelf-8,Fiction,5
User0448,REG650757,ECE,Teacher,11:00,10:27,III,Treasure Island,18-03-2024,30-03-2024,Robert Louis Stevenson,BID6689,Shelf-9,Science,7
User0449,REG380142,MBA,Teacher,10:11,10:03,VII,The Catcher in the Rye,29-04-2024,19-05-2024,J.D. Salinger,BID4714,Shelf-3,General,4
User0450,REG455528,ECE,Student,09:03,11:40,VIII,The Lord of the Rings,11-08-2024,23-08-2024,J.R.R. Tolkien,BID6551,Shelf-2,Fiction,8
User0451,REG585515,CSE,Teacher,13:27,15:17,VI,Brave New World,14-11-2024,24-11-2024,Aldous Huxley,BID9184,Shelf-9,Comics,8
User0452,REG455770,CSE,Teacher,11:36,15:43,IV,Great Expectations,16-01-2023,31-01-2023,Charles Dickens,BID5523,Shelf-8,Education,0
User0453,REG621549,CIVIL,Teacher,11:42,16:08,IV,The Adventures of Tom Sawyer,19-01-2024,21-01-2024,Mark Twain,BID2242,Shelf-1,Technology,7
User0454,REG611936,MBA,Teacher,17:12,10:37,I,The Catcher in the Rye,19-02-2023,10-03-2023,J.D. Salinger,BID7455,Shelf-19,Education,1
User0455,REG961078,MECH,Teacher,16:33,17:50,III,To Kill a Mockingbird,02-03-2024,09-03-2024,Harper Lee,BID2326,Shelf-7,Technology,8
User0456,REG355406,ECE,Teacher,16:41,15:41,IV,Treasure Island,15-05-2024,24-05-2024,Robert Louis Stevenson,BID7843,Shelf-10,Technology,0
User0457,REG900677,ECE,Student,17:58,13:21,V,The Catcher in the Rye,11-04-2023,14-04-2023,J.D. Salinger,BID4028,Shelf-4,Comics,0
User0458,REG629514,MECH,Teacher,15:23,17:48,VII,Animal Farm,05-11-2023,17-11-2023,George Orwell,BID6131,Shelf-17,Technology,7
User0459,REG688069,CIVIL,Teacher,11:33,15:45,V,Pride and Prejudice,23-05-2023,27-05-2023,Jane Austen,BID1383,Shelf-15,General,3
User0460,REG989157,AI&DS,Teacher,12:48,14:31,VI,War and Peace,07-11-2024,18-11-2024,Leo Tolstoy,BID1977,Shelf-17,Comics,6
User0461,REG321702,CSE,Teacher,12:55,08:24,VIII,Great Expectations,06-08-2023,24-08-2023,Charles Dickens,BID8040,Shelf-10,Education,6
User0462,REG199755,EEE,Student,17:24,11:34,VII,Pride and Prejudice,26-03-2024,30-03-2024,Jane Austen,BID5562,Shelf-11,Science,4
User0463,REG235471,CIVIL,Student,11:53,17:04,II,1984,27-05-2023,04-06-2023,George Orwell,BID1956,Shelf-4,Fiction,2
User0464,REG555272,CSE,Teacher,08:24,12:23,VI,The Catcher in the Rye,08-08-2023,19-08-2023,J.D. Salinger,BID3279,Shelf-5,Education,7
User0465,REG664133,CIVIL,Teacher,13:03,12:16,V,The Alchemist,23-11-2023,,Paulo Coelho,BID3012,Shelf-14,Science,10
User0466,REG833470,MECH,Teacher,12:55,08:51,IV,War and Peace,21-01-2024,05-02-2024,Leo Tolstoy,BID1876,Shelf-8,Science,8
User0467,REG967487,ECE,Teacher,09:03,16:29,VIII,Moby-Dick,20-12-2024,25-12-2024,Herman Melville,BID9959,Shelf-12,Fiction,5
User0468,REG277138,MECH,Student,09:00,08:42,V,Brave New World,16-06-2023,20-06-2023,Aldous Huxley,BID2544,Shelf-4,History,2
User0469,REG285139,ECE,Student,12:38,17:07,IV,1984,23-03-2024,07-04-2024,George Orwell,BID7644,Shelf-3,Science,0
User0470,REG907701,CSE,Student,17:55,17:37,VIII,Moby-Dick,04-02-2023,21-02-2023,Herman Melville,BID5020,Shelf-2,Comics,5
User0471,REG221468,IT,Teacher,10:41,15:29,IV,Animal Farm,11-06-2023,21-06-2023,George Orwell,BID9087,Shelf-12,Science,2
User0472,REG276961,ECE,Teacher,12:26,10:18,VIII,The Catcher in the Rye,09-01-2023,25-01-2023,J.D. Salinger,BID7297,Shelf-1,General,5
User0473,REG624014,AI&DS,Student,09:19,13:56,III,Great Expectations,27-04-2023,13-05-2023,Charles Dickens,BID3055,Shelf-11,Technology,6
User0474,REG895576,AI&DS,Student,17:50,11:33,VII,The Lord of the Rings,22-03-2024,,J.R.R. Tolkien,BID6222,Shelf-19,Reference,7
User0475,REG544181,IT,Student,13:56,16:08,VII,Alice's Adventures in Wonderland,01-02-2024,15-02-2024,Lewis Carroll,BID2601,Shelf-13,Reference,5
User0476,REG771103,CSE,Student,13:38,10:26,III,The Adventures of Tom Sawyer,26-10-2024,14-11-2024,Mark Twain,BID9267,Shelf-5,Fiction,4
User0477,REG564940,IT,Student,15:39,09:48,II,Treasure Island,25-08-2023,,Robert Louis Stevenson,BID2892,Shelf-20,Technology,7
User0478,REG706078,ECE,Teacher,11:37,12:37,I,Pride and Prejudice,23-05-2023,,Jane Austen,BID3194,Shelf-10,Reference,6
User0479,REG953105,ECE,Student,10:21,13:21,VII,Animal Farm,22-01-2024,29-01-2024,George Orwell,BID7679,Shelf-18,History,3
User0480,REG109627,CSE,Teacher,10:53,09:09,V,War and Peace,25-09-2024,08-10-2024,Leo Tolstoy,BID9813,Shelf-2,Comics,1
User0481,REG252926,ECE,Teacher,15:31,11:31,V,Moby-Dick,27-12-2024,09-01-2025,Herman Melville,BID5322,Shelf-16,Reference,5
User0482,REG909778,ECE,Student,10:29,13:38,VIII,Brave New World,23-06-2024,04-07-2024,Aldous Huxley,BID8013,Shelf-2,Reference,2
User0483,REG223832,AI&DS,Teacher,15:45,10:46,VII,The Adventures of Tom Sawyer,21-07-2023,25-07-2023,Mark Twain,BID6340,Shelf-10,Fiction,1
User0484,REG764119,IT,Student,12:47,08:18,VI,Treasure Island,06-10-2024,17-10-2024,Robert Louis Stevenson,BID7148,Shelf-1,Education,8
User0485,REG372221,IT,Teacher,14:56,11:52,VII,Pride and Prejudice,21-12-2023,30-12-2023,Jane Austen,BID7403,Shelf-2,History,0
User0486,REG623989,IT,Teacher,15:39,08:41,VII,The Catcher in the Rye,14-06-2024,15-06-2024,J.D. Salinger,BID9119,Shelf-9,Comics,3
User0487,REG550839,EEE,Student,15:55,15:29,VII,Animal Farm,12-09-2023,26-09-2023,George Orwell,BID3764,Shelf-8,Technology,10
User0488,REG552915,CSE,Student,12:35,15:25,VIII,Moby-Dick,17-10-2023,28-10-2023,Herman Melville,BID7120,Shelf-5,History,2
User0489,REG827112,MECH,Teacher,10:26,15:09,I,War and Peace,09-10-2024,27-10-2024,Leo Tolstoy,BID4142,Shelf-16,Fiction,4
User0490,REG624204,MECH,Teacher,16:38,10:45,I,Pride and Prejudice,13-10-2024,16-10-2024,Jane Austen,BID8270,Shelf-14,General,2
User0491,REG203439,MBA,Teacher,15:08,13:34,V,The Lord of the Rings,27-07-2023,05-08-2023,J.R.R. Tolkien,BID9520,Shelf-16,Science,3
User0492,REG421368,CSE,Student,14:06,16:47,II,Pride and Prejudice,14-08-2023,02-09-2023,Jane Austen,BID7519,Shelf-17,General,7
User0493,REG240338,CSE,Teacher,12:09,16:21,VIII,The Lord of the Rings,26-09-2024,02-10-2024,J.R.R. Tolkien,BID1179,Shelf-18,History,0
User0494,REG274302,MBA,Teacher,13:21,11:28,I,War and Peace,21-11-2024,27-11-2024,Leo Tolstoy,BID2972,Shelf-20,Technology,3
User0495,REG922357,MECH,Teacher,15:30,13:54,VI,Alice's Adventures in Wonderland,14-06-2023,,Lewis Carroll,BID9501,Shelf-1,General,5
User0496,REG992967,IT,Teacher,17:25,14:13,III,The Adventures of Tom Sawyer,16-07-2023,01-08-2023,Mark Twain,BID7117,Shelf-2,Reference,0
User0497,REG807922,EEE,Student,13:02,13:12,I,Pride and Prejudice,19-06-2023,08-07-2023,Jane Austen,BID3236,Shelf-16,Fiction,8
User0498,REG153312,CSE,Teacher,09:31,09:13,VII,The Adventures of Tom Sawyer,28-06-2023,30-06-2023,Mark Twain,BID6488,Shelf-17,Reference,6
User0499,REG275995,AI&DS,Teacher,09:58,09:20,VI,The Hobbit,17-02-2023,04-03-2023,J.R.R. Tolkien,BID3685,Shelf-13,Education,5
User0500,REG976730,IT,Student,12:37,17:07,IV,Alice's Adventures in Wonderland,12-12-2024,,Lewis Carroll,BID2135,Shelf-18,Comics,3
User0501,REG930919,CIVIL,Teacher,11:55,13:01,II,The Hobbit,27-12-2024,04-01-2025,J.R.R. Tolkien,BID4251,Shelf-6,Fiction,2
User0502,REG968139,IT,Teacher,16:10,14:20,IV,The Lord of the Rings,04-04-2024,,J.R.R. Tolkien,BID1616,Shelf-12,General,10
User0503,REG826310,ECE,Student,17:38,16:27,II,Moby-Dick,27-01-2024,03-02-2024,Herman Melville,BID4622,Shelf-5,Comics,4
User0504,REG344856,IT,Student,15:12,09:15,I,Brave New World,27-01-2023,,Aldous Huxley,BID6025,Shelf-5,Education,7
User0505,REG880651,CIVIL,Student,08:45,14:45,VII,The Alchemist,09-06-2024,12-06-2024,Paulo Coelho,BID5977,Shelf-14,Comics,2
User0506,REG689432,IT,Teacher,15:17,16:47,II,The Alchemist,11-07-2023,21-07-2023,Paulo Coelho,BID4573,Shelf-8,General,7
User0507,REG522066,EEE,Teacher,17:19,16:03,IV,Moby-Dick,26-12-2024,14-01-2025,Herman Melville,BID3458,Shelf-19,Reference,10
User0508,REG673929,MBA,Teacher,09:48,16:57,I,Animal Farm,13-03-2024,20-03-2024,George Orwell,BID1995,Shelf-7,General,3
User0509,REG335140,AI&DS,Teacher,10:41,14:28,V,The Hobbit,11-06-2023,19-06-2023,J.R.R. Tolkien,BID2149,Shelf-1,Technology,7
User0510,REG813376,IT,Student,12:57,09:17,VI,The Alchemist,05-11-2023,21-11-2023,Paulo Coelho,BID3711,Shelf-12,Reference,8
User0511,REG418121,MBA,Student,14:53,11:23,IV,Great Expectations,26-04-2024,02-05-2024,Charles Dickens,BID4393,Shelf-7,Comics,6
User0512,REG457504,AI&DS,Student,16:39,14:31,III,The Hobbit,28-11-2024,04-12-2024,J.R.R. Tolkien,BID9546,Shelf-9,Comics,5
User0513,REG394704,MECH,Teacher,08:54,12:45,VII,Moby-Dick,11-06-2024,12-06-2024,Herman Melville,BID8679,Shelf-10,History,3
User0514,REG170992,CIVIL,Teacher,12:15,15:13,I,Great Expectations,02-03-2024,10-03-2024,Charles Dickens,BID6958,Shelf-5,Comics,6
User0515,REG314697,EEE,Student,15:32,13:19,III,To Kill a Mockingbird,09-01-2024,20-01-2024,Harper Lee,BID1360,Shelf-3,General,4
User0516,REG698993,EEE,Student,14:58,08:33,II,Alice's Adventures in Wonderland,12-08-2024,30-08-2024,Lewis Carroll,BID4604,Shelf-11,Education,10
User0517,REG593896,ECE,Student,12:18,15:11,VI,Animal Farm,13-02-2023,20-02-2023,George Orwell,BID6206,Shelf-2,History,10
User0518,REG317486,CSE,Teacher,10:55,12:32,VII,Treasure Island,04-08-2023,16-08-2023,Robert Louis Stevenson,BID5885,Shelf-18,Reference,10
User0519,REG773594,ECE,Teacher,16:40,16:14,IV,The Catcher in the Rye,12-03-2023,29-03-2023,J.D. Salinger,BID1512,Shelf-15,History,10
User0520,REG636732,EEE,Student,12:36,11:06,VII,The Hobbit,07-04-2023,13-04-2023,J.R.R. Tolkien,BID6517,Shelf-1,Reference,9
User0521,REG838442,EEE,Student,16:44,15:12,VIII,1984,14-02-2023,01-03-2023,George Orwell,BID9462,Shelf-6,Science,3
User0522,REG200643,AI&DS,Teacher,12:25,17:16,VIII,The Catcher in the Rye,07-10-2023,11-10-2023,J.D. Salinger,BID4553,Shelf-7,Science,5
User0523,REG321383,CIVIL,Student,12:19,16:18,V,To Kill a Mockingbird,10-11-2023,,Harper Lee,BID9335,Shelf-12,Comics,6
User0524,REG776617,ECE,Student,11:29,13:47,IV,Great Expectations,19-10-2023,04-11-2023,Charles Dickens,BID7308,Shelf-11,Technology,3
User0525,REG133166,IT,Teacher,17:23,17:04,V,The Adventures of Tom Sawyer,15-11-2024,29-11-2024,Mark Twain,BID2154,Shelf-1,History,0
User0526,REG499730,MBA,Student,10:23,08:01,III,To Kill a Mockingbird,05-04-2024,19-04-2024,Harper Lee,BID6971,Shelf-1,History,5
User0527,REG983517,ECE,Student,08:58,14:52,I,The Catcher in the Rye,26-08-2024,,J.D. Salinger,BID2752,Shelf-15,Science,2
User0528,REG925127,EEE,Student,11:27,08:54,I,Moby-Dick,13-11-2024,18-11-2024,Herman Melville,BID4608,Shelf-12,General,8
User0529,REG651599,MECH,Teacher,14:57,15:53,IV,To Kill a Mockingbird,27-01-2024,04-02-2024,Harper Lee,BID4611,Shelf-13,Reference,6
User0530,REG965428,IT,Teacher,12:06,15:43,VI,The Alchemist,10-03-2023,23-03-2023,Paulo Coelho,BID2576,Shelf-19,General,9
User0531,REG692724,AI&DS,Teacher,10:13,13:50,II,Moby-Dick,29-11-2023,02-12-2023,Herman Melville,BID5772,Shelf-4,Reference,2
User0532,REG552458,AI&DS,Student,11:38,16:29,V,The Alchemist,14-11-2023,,Paulo Coelho,BID5072,Shelf-9,Comics,6
User0533,REG652179,CSE,Teacher,13:41,12:20,V,Animal Farm,24-11-2024,14-12-2024,George Orwell,BID8602,Shelf-7,Education,1
User0534,REG128860,CSE,Teacher,17:24,14:12,III,Alice's Adventures in Wonderland,05-03-2023,11-03-2023,Lewis Carroll,BID9460,Shelf-15,Education,6
User0535,REG965541,ECE,Student,12:17,11:06,II,Animal Farm,07-09-2024,14-09-2024,George Orwell,BID7043,Shelf-15,Education,8
User0536,REG691533,CIVIL,Teacher,15:43,11:27,VIII,Treasure Island,26-02-2024,07-03-2024,Robert Louis Stevenson,BID7413,Shelf-14,Reference,6
User0537,REG727436,MBA,Student,11:53,15:37,III,Alice's Adventures in Wonderland,27-07-2024,,Lewis Carroll,BID6218,Shelf-17,Education,10
User0538,REG349537,MBA,Teacher,13:48,08:47,V,Animal Farm,18-12-2023,29-12-2023,George Orwell,BID2414,Shelf-10,Technology,4
User0539,REG362500,EEE,Student,09:56,13:57,I,Brave New World,10-05-2024,,Aldous Huxley,BID3427,Shelf-2,Fiction,8
User0540,REG897903,EEE,Student,14:41,16:42,III,Alice's Adventures in Wonderland,09-11-2023,29-11-2023,Lewis Carroll,BID1687,Shelf-20,Education,3
User0541,REG162636,MECH,Teacher,17:28,16:48,VIII,The Alchemist,09-11-2023,29-11-2023,Paulo Coelho,BID7782,Shelf-10,Comics,1
User0542,REG617205,MECH,Teacher,14:22,14:30,V,Moby-Dick,07-06-2024,14-06-2024,Herman Melville,BID7330,Shelf-7,Education,9
User0543,REG521430,CSE,Teacher,17:57,15:06,II,Pride and Prejudice,16-03-2024,,Jane Austen,BID2800,Shelf-7,History,5
User0544,REG839555,CSE,Student,14:06,15:24,IV,The Hobbit,07-02-2024,,J.R.R. Tolkien,BID2287,Shelf-13,Education,7
User0545,REG159235,EEE,Teacher,08:21,09:29,II,Treasure Island,08-12-2023,15-12-2023,Robert Louis Stevenson,BID3676,Shelf-17,General,3
User0546,REG401669,CIVIL,Student,08:37,14:00,V,Animal Farm,09-03-2023,16-03-2023,George Orwell,BID2066,Shelf-1,Science,0
User0547,REG609073,ECE,Student,09:17,09:05,VIII,The Adventures of Tom Sawyer,09-09-2024,,Mark Twain,BID2123,Shelf-8,General,9
